question_topic,mean_rating,condition,chain,generation,question,story_topic,story_reproduction
story_subjectivity,24.944444444444443,weak evidence,dFldvCr6UePGCwtX,1,How objectively / subjectively written is the story?,smuggler,"Thanks to a routine cargo check, Indonesian police were able to prevent a recent smuggling attempt. They discovered 150 exotic birds stuffed into a pipe sealed by wire at each end. The shipment had an estimated total worth of $250,000. Four men were arrested for purportedly committing the crime. If found guilty, they face up to 7 years in prison and an $8,000 fine. However, all of the men appear to have an alibi, and it is unlikely that they committed the crime."
story_subjectivity,40.68421052631579,weak evidence,dFldvCr6UePGCwtX,2,How objectively / subjectively written is the story?,smuggler,"Thanks to a routine cargo check, Indonesian police have stopped an attempt at smuggling 150 exotic birds into the country. The birds were stuffed in a pipe sealed with wire at each end, and the shipment would've been worth about $250,000. The four men currently charged with the smuggling attempt face 7 years in prison and an $8,000 fine. However, each man has an alibi, and it is unlikely that they had anything to do with the purported smuggling attempt."
story_subjectivity,52.44444444444444,weak evidence,dFldvCr6UePGCwtX,3,How objectively / subjectively written is the story?,smuggler,"Indonesian police have stopped an attempted smuggling of exotic birds into the country. The birds were stuffed in a pipe with wire taped to the ends. The shipment would have been worth $250,000 dollars. The four men accused of the smuggling face up to 7 years in prison and an $8,000 fine. However, each guy has an alibi and it is unlikely that they had anything to do with the smuggling."
story_subjectivity,50.73684210526316,weak evidence,dFldvCr6UePGCwtX,4,How objectively / subjectively written is the story?,smuggler,"Exotic birds were caught being smuggled in.  Men may face close to a decade in prison.  However, it suspects unlikely guilty since they have alibis."
story_subjectivity,51.6875,weak evidence,dFldvCr6UePGCwtX,5,How objectively / subjectively written is the story?,smuggler,"Five men were accused of smuggling birds; however, they will be not guilty because they have alibis."
story_subjectivity,30.125,weak evidence,eU3nwUBrKXAOhZDn,1,How objectively / subjectively written is the story?,professor,"A professor in the neuroscience department was accused of sexual misconduct. Apparently, the professor had received sexual favors in return for quid pro quo actions, and had participated in unprofessional acts. Investigations are underway by an external firm, and if the professor is found to be guilty of these actions, he may be suspended or even fired, which is rare for a tenured professor. However, the testimonies of about 100 students, which this investigation is based off of, may be less reliable than previously thought."
story_subjectivity,42.5,weak evidence,eU3nwUBrKXAOhZDn,2,How objectively / subjectively written is the story?,professor,"A professor has been accused of sexual misconduct. He has performed sexual favors. An external firm is conducting an investigation, and if found guilty, this professor could be suspended or even fired, which is rare for a tenured professor. However, the testimony of 100 students, of which this is based on, may not be as strong as previously thought."
story_subjectivity,48.888888888888886,weak evidence,eU3nwUBrKXAOhZDn,3,How objectively / subjectively written is the story?,professor,"A tenure professor is accused of sexual misconduct and is being investigated by an outside law firm. If found guilty, he will be arrested and discharged but testimony from 100 students might not be strong enough evidence."
story_subjectivity,35.6,weak evidence,eU3nwUBrKXAOhZDn,4,How objectively / subjectively written is the story?,professor,"A tenure professor is being accused of sexual misconduct and investigated by an outside law firm. If guilty, he will be discharged and let go, but it is unclear if 100 students' testimonies will be enough."
story_subjectivity,53.5,weak evidence,eU3nwUBrKXAOhZDn,5,How objectively / subjectively written is the story?,professor,A professor with tenure was accused of sexual assault by over 100 of his students. It's unclear if that will be enough to convict him.
story_subjectivity,33.111111111111114,weak evidence,fmqv2eegACZcA9lj,1,How objectively / subjectively written is the story?,bees,"In December of 2017, a couple checked in on their collection of beehives to find that they had been destroyed. About a half million bees died and $60,000 in damage accrued. Three weeks later, police arrested two teenagers(12 and 13 years old) for the damage. They face juvenile detention and up to 10 years of prison if convicted. The police are in no rush to determine guilt as of now."
story_subjectivity,41.0625,weak evidence,fmqv2eegACZcA9lj,2,How objectively / subjectively written is the story?,bees,"In December 2017, a couple checked on their beehives to find that about half a million of bees had been destroyed and they had lost $60,000 in property damage. The police suspected two teenagers (12 and 13 years old) who could face up to 10 years in prison if they are convicted. However, law enforcement is not in any rush to determine guilt."
story_subjectivity,38.470588235294116,weak evidence,fmqv2eegACZcA9lj,3,How objectively / subjectively written is the story?,bees,Two teenagers were accused of destroying a couple's beehives which damaged their business and made them lose income. The police have not made any conclusions about the teenagers' guilt.
story_subjectivity,34,weak evidence,fmqv2eegACZcA9lj,4,How objectively / subjectively written is the story?,bees,"Two teens were accused on damaging a couple's beehives, thus damaging the couple's livelihood. The police have not made any assumptions about the teens' innocence or guilt."
